Dataset,Method,Sensors,L2_mean,L2_std,RMSE_mean,RMSE_std,MSE_mean,MSE_std,Time_mean,n_runs
20221202,B2,3,0.40851743519306183,0.03675281135270297,15.166655021584173,1.3644907996638753,231.703076171875,42.188420110789586,39.92613067626953,10
20221202,B2,4,0.38764052391052245,0.05293340386299115,14.391581954815234,1.9652157195523565,210.59349670410157,58.24945137609665,40.276139760017394,10
20221202,B2,5,0.3422448247671127,0.03221582945053288,12.706215043203434,1.1960461374203548,162.7353744506836,29.8696086303415,40.76785533428192,10
20221202,B2,6,0.2990065187215805,0.035687014622505245,11.100944597001973,1.3249188226884554,124.81083984375,29.963763656956306,39.090923523902894,10
20221202,B2,7,0.2571459531784058,0.015772713676643336,9.546825530123296,0.585581530781093,91.45049285888672,11.379722448653506,37.83116054534912,10
20221202,B3,3,0.21035758405923838,0.0017088602214932178,7.809767797685777,0.06344379471343675,60.99609565734863,0.9898015002124207,555.7697222948075,10
20221202,B3,4,0.19021080583333966,0.0018223865918623803,7.06179819568966,0.06765825527686442,49.87311363220215,0.9539122740258629,555.3180550336838,10
20221202,B3,5,0.18059125393629072,0.003190723604848826,6.704649919683304,0.11846206250190383,44.96496047973633,1.5889259779665903,560.9293432950974,10
20221202,B3,6,0.167045758664608,0.001691176986172495,6.201758658406805,0.06278619396507465,38.465358352661134,0.7796130610024672,551.2980036258698,10
20221202,B3,7,0.15125042200088495,0.0018695837405937575,5.615342305046965,0.06941004597962783,31.536405181884767,0.781734902438679,643.4391859531403,10
20221202,B4,3,0.20917270481586453,0.0013554993272613838,7.765775463377272,0.05032404101453343,60.30954780578613,0.7831231813687206,111.87547829151154,10
20221202,B4,4,0.18560252785682677,0.0013798844592438086,6.890703333860186,0.05123428426661313,47.484154891967776,0.7051151440668157,117.00184729099274,10
20221202,B4,5,0.17478090077638622,0.0014837040509444693,6.488931894498451,0.05508418166278017,42.10896797180176,0.7118831214572698,115.43507471084595,10
20221202,B4,6,0.16007807552814485,0.0011136624204004899,5.94307563744688,0.04134571777423788,35.321686553955075,0.49147663019388005,109.76033289432526,10
20221202,B4,7,0.14569418281316754,0.0009788977210633619,5.409059824944005,0.03634320824076573,29.25911693572998,0.3932128452045603,115.24553496837616,10
20221202,B5,3,0.20638891011476512,0.0030187221430315893,7.66242484481951,0.11207344653925849,58.72405891418457,1.7150850971687244,238.63318490982056,10
20221202,B5,4,0.18550826162099834,0.0018753177450145213,6.887201701233655,0.06962748459573306,47.43791046142578,0.9596411273077436,244.8455016374588,10
20221202,B5,5,0.17449067085981365,0.0026632207048926763,6.4781571134895355,0.09887454844330565,41.975318145751956,1.2871222275991445,243.68144512176514,10
20221202,B5,6,0.1593010738492012,0.0016761116488793176,5.914229599715014,0.062227163024084306,34.98159675598144,0.7389919092059613,217.2679862499237,10
20221202,B5,7,0.14363639354705807,0.0015161714287985817,5.332663913545395,0.05629050518682379,28.440156173706054,0.6057625493502226,216.56631155014037,10
20221202,B6,3,0.18239472508430477,0.0035923442283225327,6.771602923875697,0.13337336811752154,45.870615768432614,1.7966933356252532,757.9765159130096,10
20221202,B6,4,0.16967391222715378,0.0032078128077540043,6.299327031856444,0.11909338394028789,39.69428596496582,1.5026692103064776,664.0591794252396,10
20221202,B6,5,0.16301735192537303,0.0021338963383189216,6.052196423296438,0.07922262691113206,36.63473014831543,0.9690423768255993,667.921802330017,10
20221202,B6,6,0.15309099406003948,0.002343477114542042,5.683671641626093,0.08700469355994431,32.31093616485596,0.9932581374831401,629.0203568935394,10
20221202,B6,7,0.14494477063417435,0.0034929357853613683,5.381236139254117,0.12967853831986817,28.972837257385255,1.3906703478337403,651.0452872037888,10
20221202,B7,3,0.17982323765754696,0.003576918322339183,6.67613237088828,0.13280026586090157,44.58661575317383,1.781501797766301,1019.958526468277,10
20221202,B7,4,0.1683801934123039,0.0039799708930132,6.251295867956212,0.1477600654081636,39.09834976196289,1.8648211354397253,831.8960984945297,10
20221202,B7,5,0.16032903194427486,0.0015876555859878824,5.952390322276756,0.058943521737129356,35.434077453613284,0.700394503408961,766.7061881303787,10
20221202,B7,6,0.15295839160680766,0.003678806960673538,5.67874870868419,0.13657908036216235,32.26497535705566,1.560024442564926,534.0238593816757,10
20221202,B7,7,0.14653520882129664,0.0033925402219769827,5.44028158954162,0.1259521125567744,29.610941314697264,1.36901773175955,432.31925868988037,10
ngsim,B1,3,0.1898265331983566,0.0,5.326147344495674,0.0,28.36784553527832,0.0,0.0,1
ngsim,B1,4,0.1606547534465789,0.0,4.507646422078765,0.0,20.31887626647949,0.0,0.0,1
ngsim,B1,5,0.1460015922784805,0.0,4.096508232593587,0.0,16.78137969970703,0.0,0.0,1
